M,,D,Y,date,DJI,AAPL,NFLX,AMZN,K,TSLA,LMT,MCD,BAC,NYT,XOM,TWTR,FB,GOOGL,GEO,WMT,ARCH,RSX,MLM,CAT,BDX,BEP,NEE,AY,FSLR,CGC,WKHS,UNH,O,ET,EEM,GLDM
7,8,8,2020,20200708,26067.30078,95.342499,502.779999,3081.110107,66.610001,273.175995,350.230011,185.850006,23.1,43.02,43.139999,35.41,243.580002,1503.599976,11.69,124.440002,28.799999,21.459999,208.889999,128.130005,252.729996,26.442846,63.317501,29.84,58.060001,16.33,16.66,298.359985,58.529999,6.54,43.52,18.049999
7,9,9,2020,20200709,25706.09961,95.752502,507.76001,3182.629883,65.900002,278.855988,339.959991,184.330002,22.77,42.619999,41.360001,35.720001,244.5,1518.660034,11.36,127.75,27.4,21.42,206.710007,125.730003,258.609985,26.560085,62.997501,29.709999,57.200001,16.02,16.059999,291.160004,57.119999,6.34,43.52,17.99
7,10,10,2020,20200710,26075.30078,95.919998,548.72998,3200,67.190002,308.929993,349.25,184.880005,24.02,43.240002,42.650002,35.400002,245.070007,1539.01001,11.86,130.679993,28.379999,21.43,210.149994,128.009995,257.369995,26.032507,64.900002,29.620001,57.490002,17.42,15.18,291.230011,56.990002,6.44,43.240002,17.950001
7,13,13,2020,20200713,26085.80078,95.477501,525.5,3104,66.949997,299.411987,353.059998,184.919998,24.190001,42.119999,42.66,33.82,239,1512.22998,11.88,129.520004,27.74,21.01,210.410004,130.570007,257.410004,26.485477,64.059998,29.200001,56.209999,17.299999,15.44,299.709991,56.830002,6.36,42.950001,17.950001
7,14,14,2020,20200714,26642.59961,97.057503,524.880005,3084,68.400002,303.359985,355.660004,190.720001,24.139999,43.400002,44.07,34.380001,239.729996,1520.859985,11.91,132.009995,28.15,21.129999,214.770004,136.880005,263.399994,27.524647,65.637497,28.629999,61.779999,17.379999,16.5,308.519989,57.549999,6.36,43.009998,18.049999
7,15,15,2020,20200715,26870.09961,97.724998,523.26001,3008.870117,68.089996,309.201996,364.559998,191.770004,24.6,44.139999,44.630001,35.669998,240.279999,1516.880005,12.15,132,29.5,21.360001,222.039993,138.360001,266.959991,28.47855,64.75,29.379999,60.98,18.15,16.34,304.070007,58.630001,6.62,43.139999,18.059999
7,16,16,2020,20200716,26734.69922,96.522499,527.390015,2999.899902,68.239998,300.127991,365.880005,190.919998,23.93,44.799999,44.279999,35.279999,240.929993,1514.920044,11.67,132.199997,29.42,21.23,223.089996,138.559998,265.049988,28.489208,67.095001,28.860001,59.029999,18.110001,15.83,307.149994,57.66,6.59,42.529999,17.9
7,17,17,2020,20200717,26671.90039,96.327499,492.98999,2961.969971,68.629997,300.167999,368.5,191.479996,23.219999,45.740002,43.52,35.810001,242.029999,1516.849976,11.49,131.740005,28.639999,21.23,223.550003,136.899994,266.980011,29.698908,68.845001,29.32,61,17.950001,14.93,306.529999,58.59,6.47,42.77,18.040001
7,20,20,2020,20200720,26680.90039,98.357498,502.410004,3196.840088,67.419998,328.600006,365.529999,191.610001,23.58,45.200001,42.5,37.060001,245.419998,1563.839966,10.82,131.470001,28.110001,21.68,221.440002,134.630005,267.850006,29.74687,68.582497,29.52,62.16,17.690001,16.32,303.459991,57.380001,6.48,43.32,18.139999
7,21,21,2020,20200721,26840.40039,97,490.100006,3138.290039,67.669998,313.671997,375.119995,192.979996,24.42,45.639999,44.650002,37.009998,241.75,1555.920044,11.06,132.330002,28.99,21.959999,225.690002,135.869995,271.309998,30.210499,69.082497,29.91,60.740002,17.65,16.09,305.109985,57.189999,6.74,43.720001,18.35
7,22,22,2020,20200722,27005.80078,97.272499,489.820007,3099.909912,67.459999,318.466003,394.079987,198.619995,24.309999,44.84,43.610001,36.939999,239.869995,1564.849976,11.16,132.660004,28.34,22.120001,224.330002,136.979996,273.440002,29.789501,70.105003,29.969999,61.150002,17.299999,16.41,306.709991,58.5,6.59,43.529999,18.639999
7,23,23,2020,20200723,26652.30078,92.845001,477.579987,2986.550049,68.410004,302.614014,387.619995,197.550003,24.540001,44.290001,43.700001,38.439999,232.600006,1516.75,11.06,131.639999,29.41,22.030001,223.429993,136.600006,272.709991,29.187317,70.2425,29.860001,62.5,16.690001,15.6,302.970001,57.349998,6.62,43.18,18.790001
7,24,24,2020,20200724,26469.90039,92.614998,480.450012,3008.909912,68.68,283.399994,386.209991,198.720001,24.35,45,43.43,37.540001,230.710007,1508.209961,10.79,131.240005,30.559999,22.27,223.649994,137.580002,271.890015,28.201439,70.0625,29.620001,62.16,16.469999,15.145,300.790009,57.419998,6.65,43.139999,18.98
7,27,27,2020,20200727,26584.80078,94.809998,495.649994,3055.209961,69.970001,307.920013,382.089996,201.25,24.139999,45.84,44.07,36.849998,233.5,1529.430054,10.75,131.210007,30.02,22.65,228,139.889999,275.179993,27.96163,69.407501,29.889999,62.259998,16.959999,15.73,298.600006,58.639999,6.38,43.810001,19.33
7,28,28,2020,20200728,26379.30078,93.252502,488.51001,3000.330078,70.910004,295.298004,386.660004,196.240005,24.360001,45.130001,43.549999,36.610001,230.119995,1503.650024,10.75,131.759995,29.889999,22.219999,212.399994,138.029999,273,27.67919,70.010002,30.16,59.68,19.48,16.1,299.929993,59.849998,6.24,43.450001,19.5
7,29,29,2020,20200729,26539.59961,95.040001,484.480011,3033.530029,70.940002,299.821991,387.299988,196.210007,25.27,45.82,44.029999,37.16,233.289993,1523.51001,10.72,130.690002,31.92,22.48,214.130005,140.529999,276.399994,29.096724,70.360001,30.190001,60.110001,18.49,16.15,306.679993,60.619999,6.67,44.150002,19.65
7,30,30,2020,20200730,26313.59961,96.190002,485.799988,3051.879883,70.589996,297.497986,381.720001,195.410004,24.84,46.040001,41.869999,36.720001,234.5,1538.369995,10.6,130.119995,30.950001,22.02,209.199997,136.729996,273.839996,26.92,70.584999,30.32,59.700001,18.6,16.42,305.230011,60.549999,6.52,43.59,19.48
7,31,31,2020,20200731,26428.30078,106.260002,488.880005,3164.679932,68.989998,286.152008,378.970001,194.279999,24.879999,46.139999,42.080002,36.400002,253.669998,1487.949951,10.63,129.399994,31.02,21.9,207.179993,132.880005,281.339996,28.726667,70.175003,29.969999,59.549999,18.280001,15.52,302.779999,60.049999,6.55,43.290001,19.690001
8,3,3,2020,20200803,26664.40039,108.9375,498.619995,3111.889893,69.349998,297,377.100006,194.399994,24.99,45.900002,42.25,36.389999,251.960007,1482.76001,11,129.300003,31.49,22.280001,208.080002,131.779999,283.679993,29.873333,69.397499,30.299999,60.84,19.059999,19.18,303.609985,59.41,6.74,43.59,19.700001
8,4,4,2020,20200804,26828.5,109.665001,509.640015,3138.830078,69.709999,297.399994,377.98999,199.360001,25.01,46.790001,43.470001,36.349998,249.830002,1473.300049,11.41,131.639999,31.42,22.370001,212.279999,131.520004,282.859985,29,71.262497,30.24,64.040001,19.32,17.17,304.5,61.860001,6.91,44.169998,20.110001
8,5,5,2020,20200805,27201.5,110.0625,502.109985,3205.030029,69.260002,297.003998,383.5,199.259995,25.389999,47.380001,43.849998,36.790001,249.119995,1479.089966,11.44,129.809998,31.17,22.969999,216.850006,134.970001,283.429993,29.266666,70.945,30.01,65.730003,19.209999,16.924999,312.470001,62.349998,7.15,44.650002,20.309999
8,6,6,2020,20200806,27387,113.902496,509.079987,3225,69.230003,297.915985,379.73999,203.179993,25.469999,46.48,43.639999,37.689999,265.279999,1504.949951,10.68,129.350006,31.59,22.84,213.080002,134.389999,259.609985,29.360001,70.702499,29.93,64.459999,17.52,16.639999,314.059998,62.139999,6.63,44.790001,20.57
8,7,7,2020,20200807,27433.5,111.112503,494.730011,3167.459961,69.519997,290.541992,385.619995,204.600006,26.110001,45.610001,43.439999,37.139999,268.440002,1498.369995,10.67,129.970001,31.719999,22.51,220,134.919998,256.410004,30.166666,71.945,30.030001,72.93,16.629999,16.52,317.029999,62.720001,6.43,43.869999,20.23
8,10,10,2020,20200810,27791.40039,112.727501,483.380005,3148.159912,69.019997,283.713989,389.26001,204.119995,26.559999,44.5,44.509998,37.439999,263,1496.819946,10.89,131.880005,33.66,22.700001,223.410004,142.020004,256.75,30.326666,70.910004,29.940001,72.5,17.93,15.265,319.100006,62.459999,6.51,43.98,20.17
8,11,11,2020,20200811,27686.90039,109.375,466.929993,3080.669922,68.129997,274.877991,391.959991,205,26.92,43.540001,44.970001,37.279999,256.130005,1480.540039,11.09,130.199997,33.59,22.68,225.550003,142.529999,255,29.733334,69.447502,29.74,70.190002,16.950001,15.31,315.549988,62.68,6.53,43.860001,19.1
8,12,12,2020,20200812,27976.80078,113.010002,475.470001,3162.23999,69.279999,310.951996,392.440002,206.020004,26.73,43.48,44.09,37.439999,259.890015,1507.23999,11.28,131.889999,33.02,23.1,221.119995,142.570007,257.220001,29.813334,71.147499,30.15,73.529999,17.25,15.41,322.269989,63,6.55,44.450001,19.02
8,13,13,2020,20200813,27896.69922,115.010002,481.329987,3161.02002,69.019997,324.200012,389.23999,206.490005,26.35,44.82,43.009998,37.82,261.299988,1516.650024,11.01,131.850006,32.84,23.440001,219.630005,140.669998,262.329987,29.166666,71.099998,30.32,75.709999,17.32,15.21,321.519989,61.43,6.55,44.32,19.459999
8,14,14,2020,20200814,27931,114.907501,482.679993,3148.02002,69.099998,330.141998,391.420013,207.029999,26.469999,44.509998,43.200001,37.900002,261.23999,1504.630005,11.16,132.600006,34.119999,23.5,219.330002,139.960007,258.170013,28.933332,70.125,30.700001,74.309998,17.190001,15.27,323.700012,61.009998,6.62,44.240002,19.370001
8,17,17,2020,20200817,27844.90039,114.607498,482.350006,3182.409912,69.68,367.127991,388.959991,208.669998,25.9,44.360001,42.639999,37.970001,261.160004,1516.23999,11.25,135.600006,33.549999,23.290001,216.419998,138.720001,260.040009,29.206667,70.747498,30.91,73.610001,16.950001,15.605,320.51001,61.98,6.59,44.799999,19.780001
8,18,18,2020,20200818,27778.09961,115.5625,491.869995,3312.48999,70.110001,377.417999,390.26001,210.320007,25.530001,43.990002,42.43,38.009998,262.339996,1555.780029,10.94,134.710007,33.52,23.440001,214.889999,138.369995,263.859985,29.046667,70.762497,30.559999,74.410004,16.92,16.754999,316.809998,61.580002,6.49,44.75,19.969999
8,19,19,2020,20200819,27692.90039,115.707497,484.529999,3260.47998,68.849998,375.705994,390.049988,209.509995,25.5,44.009998,41.959999,38.889999,262.589996,1544.609985,10.86,132.410004,32.93,23.219999,212.190002,138.020004,262,29.766666,70.584999,30.27,75.849998,16.629999,16.41,315.399994,60.049999,6.52,44.200001,19.34
8,20,20,2020,20200820,27739.69922,118.275002,497.899994,3297.370117,68.739998,400.365997,387.880005,209.880005,25.1,44.290001,41.32,38.959999,269.01001,1576.25,10.86,130.570007,32.790001,22.870001,209.190002,137.479996,258.929993,30.886667,70.527496,30.1,73.660004,16.299999,16.129999,313.329987,61.009998,6.65,44.060001,19.459999
8,21,21,2020,20200821,27930.30078,124.370003,492.309998,3284.719971,68.889999,409.996002,389.570007,211.570007,24.98,43.580002,41.009998,39.259998,267.01001,1575.569946,10.82,131.630005,32.060001,22.59,209.660004,138.429993,257.720001,30.76,70.602501,30.25,74.099998,16.02,15.99,314.140015,61.119999,6.65,44.279999,19.309999
8,24,24,2020,20200824,28308.5,125.857498,488.809998,3307.459961,69.580002,402.839996,395.040009,212.619995,25.690001,43.5,42.220001,40.490002,271.390015,1585.150024,11.17,131.330002,33.759998,22.83,212.039993,141.679993,254.949997,31.533333,70.657501,30.01,76.519997,16.43,16.424999,308.839996,62.439999,6.61,44.77,19.190001
8,25,25,2020,20200825,28248.40039,124.824997,490.579987,3346.48999,69.489998,404.667999,394.839996,212.649994,26,43,40.880001,40.549999,280.820007,1605.849976,11.14,130.630005,34.950001,22.66,211.300003,141.149994,255.789993,31.186666,70.327499,30.5,77.370003,16.780001,18.200001,312.220001,62.57,6.57,45.220001,19.209999
8,26,26,2020,20200826,28331.90039,126.522499,547.530029,3441.850098,70.379997,430.634003,395.440002,213.759995,25.559999,43.150002,40.009998,41.080002,303.910004,1644.130005,11.01,130.699997,34.779999,22.76,208.470001,141.830002,253.979996,31.700001,69.75,30.34,78.190002,16.5,17.43,308.820007,61.68,6.46,45.34,19.459999
8,27,27,2020,20200827,28492.30078,125.010002,526.27002,3400,70.459999,447.75,395.019989,212.190002,26.049999,43.369999,39.740002,40.389999,293.220001,1628.52002,11.12,136.630005,35.240002,22.6,209.080002,143.369995,246.570007,31.613333,69.720001,30.49,77.610001,16.5,16.754999,311.670013,62.5,6.53,44.959999,19.219999
8,28,28,2020,20200828,28653.90039,124.807503,523.890015,3401.800049,70.540001,442.679993,395.589996,214.910004,26.299999,43.799999,40.689999,41.07,293.660004,1639.430054,11.16,140.300003,38.169998,22.690001,207.320007,143.630005,242.800003,30.873333,69.887497,29.77,80,16.9,16.389999,314.369995,63.439999,6.6,45.549999,19.559999
8,31,31,2020,20200831,28430,129.039993,529.559998,3450.959961,70.910004,498.320007,390.26001,213.520004,25.74,43.330002,39.939999,40.580002,293.200012,1629.530029,11.16,138.850006,37.669998,22.68,202.869995,142.309998,242.770004,30.293333,69.792503,30.030001,76.589996,16.52,18.110001,312.549988,62.029999,6.42,44.540001,19.610001
9,1,1,2020,20200901,28645.69922,134.179993,556.549988,3499.120117,69.239998,475.049988,386.809998,212.690002,25.709999,43.720001,39.43,41.150002,295.440002,1655.079956,11.08,147.589996,38.470001,22.809999,207.860001,146.050003,240.839996,30.040001,69.282501,29.9,78.419998,16.41,20.15,312.829987,62.450001,6.29,45.299999,19.629999
9,2,2,2020,20200902,29100.5,131.399994,552.840027,3531.449951,70.419998,447.369995,398.070007,216.229996,26.02,43.650002,39.189999,43.669998,302.5,1717.390015,11.09,147.679993,38.360001,22.219999,212.570007,149.270004,246.190002,30.700001,72.065002,29.969999,77.449997,16.360001,18.945,320.23999,63.540001,6.3,45.18,19.360001
9,3,3,2020,20200903,28292.69922,120.879997,525.75,3368,69.940002,407,386.290009,213.800003,25.66,43.259998,39.110001,41.630001,291.119995,1629.51001,11.11,144.539993,38.419998,21.82,211.039993,146.759995,235.059998,30.193333,70.147499,28.4,72.5,16.440001,17.67,316.230011,64.239998,6.22,44.32,19.23
9,4,4,2020,20200904,28133.30078,120.959999,516.049988,3294.620117,69.220001,418.320007,385.019989,211.729996,26.540001,43.330002,39.080002,39.869999,282.730011,1581.209961,11.02,142.830002,40.619999,22.049999,215.110001,148.179993,234.080002,30.026667,69.330002,28.290001,72.059998,16.209999,19.709999,312,64.370003,6.25,44.34,19.280001
9,8,8,2020,20200908,27500.90039,112.82,507.019989,3149.840088,66.339996,330.209991,380.230011,213.580002,25.48,43.16,38.18,38.189999,271.160004,1523.599976,10.94,138.449997,39.189999,21.25,206.929993,148.520004,234.059998,29.646667,69.477501,27.889999,69.370003,15.59,21.379999,307.25,64,6.05,43.57,19.24
9,9,9,2020,20200909,27940.5,117.32,500.190002,3268.610107,66.529999,366.279999,385.23999,215.710007,25.51,43.889999,37.950001,39.560001,273.720001,1547.22998,11.17,139.889999,39.849998,21.610001,203.449997,152.690002,235.570007,30.006666,70.592499,27.799999,71.699997,16.360001,23.620001,312.019989,64.629997,6.06,44.220001,19.41
9,10,10,2020,20200910,27534.59961,113.489998,480.670013,3175.110107,66,371.339996,379.109985,217.240005,25.139999,43.34,37,38.950001,268.089996,1526.050049,10.96,136.809998,39.439999,21.5,207.330002,149.860001,234.179993,29.426666,69.227501,27.48,69.889999,16.42,22.389999,304.600006,63.759998,5.96,43.509998,19.35
9,11,11,2020,20200911,27665.59961,112,482.029999,3116.219971,65.440002,372.720001,389.450012,218,25.5,43.400002,36.900002,38.93,266.609985,1515.76001,10.9,136.699997,40.720001,21.709999,209.919998,153.830002,235.779999,29.426666,69.537498,27.299999,69.910004,16.17,23.690001,301.480011,63.360001,5.86,43.93,19.34
9,14,14,2020,20200914,27993.30078,115.360001,476.26001,3102.969971,65.419998,419.619995,393.75,220.559998,25.75,43.299999,36.66,38.77,266.149994,1508.829956,11.24,137.320007,44.290001,21.940001,216.479996,153.509995,235.899994,29.413334,70.480003,27.495001,71.459999,16.42,26.059999,308.570007,65.5,5.92,44.639999,19.5
9,15,15,2020,20200915,27995.59961,115.540001,495.98999,3156.129883,65.629997,449.76001,392.549988,222.369995,25.280001,42,36.27,39.09,272.420013,1535.119995,11.42,137.360001,44.23,22.25,218.100006,148.600006,226.149994,30.219999,73.925003,27.870001,72.889999,16.42,25.35,307.230011,65.809998,5.84,45.110001,19.450001
9,16,16,2020,20200916,28032.40039,112.129997,483.859985,3078.100098,63.93,441.76001,395.579987,224.809998,25.6,42.220001,37.810001,39.599998,263.519989,1512.089966,11.44,136.259995,46.299999,22.23,224.949997,151.110001,227.029999,30.533333,70.087502,27.82,71.959999,16.48,26.82,306.519989,65.410004,6.08,45.049999,19.51
9,17,17,2020,20200917,27902,110.339996,470.200012,3008.72998,63.509998,423.429993,395.940002,222.580002,25.35,42.290001,37.799999,39.349998,254.820007,1487.040039,11.4,136.690002,48.889999,22.209999,226.979996,153.869995,227.800003,30.620001,69.879997,27.540001,64,16.4,28.030001,304.980011,64.07,6.04,44.869999,19.4
9,18,18,2020,20200918,27657.40039,106.839996,469.959991,2954.909912,62.919998,442.149994,395.140015,220.270004,25.209999,41.869999,37.189999,40.150002,252.529999,1451.089966,11.23,135.289993,52.900002,21.870001,225.220001,152.389999,231.899994,30.633333,69.230003,26.959999,61.75,16.360001,30.6,308.019989,62.349998,6,44.52,19.42
9,21,21,2020,20200921,27147.69922,110.080002,487.350006,2960.469971,62.720001,449.390015,379.609985,216.410004,24.469999,42.23,36.43,39.900002,248.149994,1430.140015,10.75,137.070007,50.080002,21.25,218.309998,145.330002,228.440002,30.533333,69.050003,27.09,61.669998,15.74,30.264999,299.190002,60.09,5.9,44.110001,19.049999
9,22,22,2020,20200922,27288.19922,111.809998,491.170013,3128.98999,62.669998,424.230011,388.420013,216.410004,23.940001,42.689999,35.529999,42.73,254.75,1459.819946,10.94,138.309998,50.790001,21.6,221.470001,147.149994,223.800003,30.553333,69.514999,27.27,61.549999,16.040001,26.91,294.26001,60.630001,5.82,43.779999,18.950001
9,23,23,2020,20200923,26763.09961,107.120003,470.609985,2999.860107,61.130001,380.359985,383.23999,214.970001,23.26,41.560001,34.389999,45.330002,249.020004,1409.390015,10.66,135.990005,46.75,21.030001,220,144.380005,225.589996,30.18,68.327499,26.85,62.02,14.6,22.469999,292.140015,59.029999,5.56,43.099998,18.540001
9,24,24,2020,20200924,26815.40039,108.220001,473.079987,3019.790039,62.650002,387.790009,378.76001,216.119995,23.34,41.450001,34.32,43.139999,249.529999,1422.859985,10.7,136.699997,45.630001,21.059999,220.919998,145.139999,221.160004,30.266666,69.385002,26.77,61.299999,14.27,22.129999,292.660004,58.709999,5.52,42.900002,18.620001
9,25,25,2020,20200925,0,112.279999,482.880005,3095.129883,63.080002,407.339996,386.700012,218.179993,23.49,41.529999,34.639999,43.84,254.820007,1439.060059,10.98,137.270004,46.540001,20.860001,226.070007,145.910004,224.080002,32.233334,70.455002,27.32,63.049999,14.17,24.809999,302.5,59.93,5.49,42.939999,18.559999
9,28,28,2020,20200928,0,114.959999,490.649994,3174.050049,63.380001,421.200012,390.51001,220.259995,24.09,42.240002,35.310001,44.150002,256.820007,1458.660034,11.52,137.25,46.650002,20.83,231.880005,147.679993,225,33.113335,71.035004,27.610001,65.370003,14.21,28.129999,303.230011,61.669998,5.55,43.419998,18.75
9,29,29,2020,20200929,27452.69922,114.089996,493.480011,3144.879883,63.439999,419.070007,388.73999,218.679993,23.77,41.98,34.279999,44.740002,261.790009,1466.02002,11.35,137.139999,43.119999,20.719999,231.059998,147.410004,225.429993,33.853333,70.779999,28.105,65.760002,14.5,27.1,304.149994,61.099998,5.6,43.389999,18.91
9,30,30,2020,20200930,27781.69922,115.809998,500.029999,3148.72998,64.589996,429.01001,383.279999,219.490005,24.09,42.790001,34.330002,44.5,261.899994,1465.599976,11.34,139.910004,42.48,20.950001,235.360001,149.149994,232.679993,35.033333,69.389999,28.610001,66.199997,14.32,25.280001,311.769989,60.75,5.42,44.09,18.799999
10,1,1,2020,20201001,0,116.790001,527.51001,3221.26001,64.379997,448.160004,380.890015,219.589996,24.1,43.869999,33.130001,46.700001,266.630005,1487.900024,11.57,143.080002,42.560001,20.879999,234.869995,146.710007,230.850006,35.886665,70.690002,28.440001,68.57,14.2,25.08,313.070007,62.279999,5.42,44.5,18.969999
10,2,2,2020,20201002,27682.80078,113.019997,503.059998,3125,64.709999,415.089996,380.579987,222.669998,24.209999,43.459999,32.98,46.119999,259.940002,1455.599976,11.69,140.5,44.790001,20.700001,240.550003,149.940002,232.660004,35.746666,70.292503,28.26,67.239998,14.05,23.620001,311.980011,63.860001,5.43,43.990002,18.940001
10,5,5,2020,20201005,28148.59961,116.5,520.650024,3199.199951,65.449997,425.679993,383.959991,226.070007,24.620001,45.919998,33.740002,47.310001,264.649994,1482.829956,11.31,141.800003,46.23,21.040001,249.179993,153.490005,238.139999,37.119999,71.977501,29.719999,71.5,14.94,24.42,318.149994,63.25,5.52,44.580002,19.040001
10,6,6,2020,20201006,27772.80078,113.160004,505.869995,3099.959961,65.160004,413.980011,376.459991,224.089996,24.370001,45.509998,33.389999,45.599998,258.660004,1451.02002,11.21,140.630005,44.259998,21.01,249.639999,151.529999,235.449997,35.18,72.57,29.83,73.440002,14.32,23.93,314.450012,62.91,5.39,44.66,18.809999
10,7,7,2020,20201007,28303.5,115.080002,534.659973,3195.689941,64.860001,425.299988,382.940002,226.479996,24.879999,45.529999,33.5,45.869999,258.119995,1459.140015,11.37,140.889999,42,20.780001,264.76001,154.770004,235.699997,35.406666,74.279999,30.370001,78.709999,15.53,24.200001,323.170013,62.709999,5.49,45.150002,18.799999
10,8,8,2020,20201008,28425.5,114.970001,531.789978,3190.550049,65.220001,425.920013,388.589996,225.800003,25.24,45.560001,35.259998,46.009998,263.76001,1483.430054,11.28,141.360001,41.889999,21.040001,275.820007,156.660004,236.210007,34.18,75.260002,31.280001,77.120003,17.629999,23.77,322.410004,63.75,5.92,45.52,18.870001
10,9,9,2020,20201009,28586.90039,116.970001,539.440002,3286.649902,65.849998,434,385.929993,224.830002,25.360001,43.830002,34.740002,45.900002,264.450012,1510.449951,11.26,142.779999,40.27,21.190001,273.100006,158.940002,237.309998,34.826668,75.727501,30.040001,78.809998,18.07,26.77,327.839996,63.189999,5.89,45.830002,19.209999
10,12,12,2020,20201012,28837.5,124.400002,539.809998,3442.929932,66.309998,442.299988,388.920013,226.110001,25.68,42.849998,34.630001,48.25,275.75,1564.589966,11.17,144.25,39.32,21.25,270.170013,162.610001,238.360001,35.593334,76.417503,29.41,79.309998,19.610001,26.58,329.970001,63.330002,6.05,46.23,19.16
10,13,13,2020,20201013,28679.80078,121.099998,554.090027,3443.629883,66.82,446.649994,388.950012,227.350006,24.950001,43.349998,34.220001,47,276.140015,1567.069946,11.2,146.229996,37.98,21.040001,261.019989,162.119995,236.710007,35.853333,75.3675,29.51,82.93,18.700001,23.629999,331.420013,61.669998,6.13,46.040001,18.860001
10,14,14,2020,20201014,28514,121.190002,541.450012,3363.709961,66.860001,461.299988,390.720001,227.619995,23.620001,45.150002,34.150002,45.98,271.820007,1563.439941,11.27,143.940002,38,21.1,259.829987,163.610001,233.690002,36.146667,75.160004,29.58,83.720001,18.34,22.92,321.850006,61,6.29,45.73,18.9
10,15,15,2020,20201015,28494.19922,120.709999,541.940002,3338.649902,67.139999,448.880005,386.119995,229.639999,24.15,45.57,34.450001,46.029999,266.720001,1555.469971,10.88,144.529999,37.439999,20.74,256.859985,165.039993,235.009995,36,74.614998,29.559999,82.279999,18.049999,22.299999,324.570007,60.41,6.29,45.400002,18.99
10,16,16,2020,20201016,28606.30078,119.019997,530.789978,3272.709961,67.099998,439.670013,386.5,229.369995,24.24,44.049999,34.099998,45.810001,265.929993,1567.699951,10.72,144.710007,37.02,20.73,258.970001,168.75,236.990005,35.853333,76.400002,29.77,84.18,17.76,22.809999,329.899994,60.529999,6.02,45.560001,18.93
10,19,19,2020,20201019,28195.40039,115.980003,530.719971,3207.209961,66.690002,430.829987,383.709991,226,23.719999,43.810001,33.419998,45.82,261.399994,1529.949951,10.29,142.949997,36.5,20.700001,256.700012,167.529999,237.380005,35.619999,74.887497,29.725,83.43,19.809999,22.23,324.220001,58.75,5.88,45.43,18.92
10,20,20,2020,20201020,28308.80078,117.510002,525.419983,3217.01001,66.25,421.940002,372.209991,227.449997,24.139999,43.279999,33.700001,46.349998,267.559998,1551.079956,10.11,143.899994,37.900002,20.969999,257.089996,168.990005,236.259995,35.759998,75.247498,29.98,84.300003,18.879999,20.495001,323.410004,59.099998,5.92,45.93,19.02
10,21,21,2020,20201021,28210.80078,116.870003,489.049988,3184.939941,65.970001,422.640015,367.140015,228.190002,24.049999,44.23,33.16,50.240002,278.730011,1585.98999,9.06,144.399994,37.220001,20.99,256.230011,167.399994,236.399994,35.533333,74.419998,29.76,81.599998,19.49,19.34,322.790009,59.68,5.83,46.060001,19.17
10,22,22,2020,20201022,28363.69922,115.75,485.230011,3176.399902,66.360001,425.790009,368.959991,229.149994,24.870001,42,34.860001,50.279999,278.119995,1606.660034,8.96,143.550003,37.220001,21.17,259.100006,169.660004,241.089996,35.553333,75.567497,30.030001,82.650002,20.299999,20.165001,325.730011,60.09,6.25,46.049999,18.98
10,23,23,2020,20201023,28335.59961,115.040001,488.279999,3204.399902,66.760002,420.630005,374.329987,228.710007,24.9,42.119999,34.16,50.439999,284.790009,1632.97998,9,143.850006,37.34,21.440001,262.410004,168.589996,240.279999,35.453335,75.767502,30.379999,85.370003,19.73,20.34,330.600006,60.75,6.3,46.32,18.959999
10,26,26,2020,20201026,27685.40039,115.050003,488.23999,3207.040039,65.699997,420.279999,368.549988,224.270004,24.540001,41.169998,33.349998,49,277.109985,1584.290039,8.63,142.160004,36.98,21.040001,254.25,163.199997,242,35.446667,75.662498,30.16,83.75,18.530001,18.530001,323.059998,59.830002,6.18,45.720001,18.950001
10,27,27,2020,20201027,27463.19922,116.599998,488.929993,3286.330078,64.93,424.679993,362.429993,222.970001,23.85,41.25,32.82,51.27,283.290009,1598.880005,8.28,142.869995,36.75,20.690001,255.529999,157.910004,244.240005,35.786667,75.779999,29.889999,82.389999,18.66,17.25,320.51001,58.73,5.65,45.919998,19.01
10,28,28,2020,20201028,0,111.199997,486.23999,3162.780029,63.490002,406.019989,350.859985,214.690002,23.469999,40.349998,31.57,48.529999,267.670013,1510.800049,8.11,140.039993,35.849998,19.629999,247.449997,151.160004,235.889999,35.18,74.459999,29.280001,93.309998,18.34,16.75,308,57.810001,5.27,44.77,18.690001
10,29,29,2020,20201029,26659.09961,115.32,504.209991,3211.01001,63.080002,410.829987,352.440002,214.949997,23.540001,40.119999,32.970001,52.43,280.829987,1556.880005,8.88,139.919998,29.860001,19.780001,263.600006,154.669998,232.470001,36.306667,74.010002,29.610001,87.459999,18.780001,17.27,303.679993,58.52,5.29,45.220001,18.620001
10,30,30,2020,20201030,26501.59961,108.860001,475.73999,3036.149902,62.889999,388.040009,350.130005,213,23.700001,39.66,32.619999,41.360001,263.109985,1616.109985,8.86,138.75,30.549999,19.450001,266.350006,157.050003,231.130005,36.166668,73.209999,29.49,87.050003,18.780001,15.38,305.140015,57.860001,5.15,44.709999,18.709999
11,2,2,2020,20201102,26925.09961,108.769997,484.119995,3004.47998,63.939999,400.51001,352.420013,212.559998,24.08,40.470001,33.990002,39.470001,261.359985,1624.319946,9.44,140.399994,32.360001,19.77,270.98999,163.270004,234.789993,38.006668,75.129997,30.27,88.889999,20.93,16.01,312.100006,59.639999,5.17,45.279999,18.879999
